metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion_asamblea,personal_fecha_eleccion_designacion,metadata_numero_registro,metadata_tipo_declaracion,seccion,actividad_cargo,actividad_descripcion,actividad_fecha,actividad_index,actividad_notas,actividad_remuneracion,actividad_tipo,firma_fecha_firma,firma_nombre,metadata_archivo_origen,metadata_numero_libro,metadata_tipo_documento,observaciones_extraccion,otros_intereses_texto,seccion_i_descripcion,seccion_ii_descripcion,seccion_iii_descripcion,seccion_iv_descripcion
000156,Rojas Manrique,Juan Antonio,S/C Tenerife,8 de agosto de 2023,156,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000156_interests_registro_intereses_diputado_156.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que se han reflejado como null en el JSON."", ""La fecha del acuerdo plenario definitivo aparece en dos actividades diferentes con el mismo valor."", ""La sección de donaciones y contribuciones está vacía en el texto OCR.""]","La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,,,0.0,,,Cargos públicos,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,"Funcionaria de carrera de la Agencia Tributaria de la Administración Tributaria, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad. Fecha del acuerdo plenario definitivo: 19.12.2023",,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,"Vocal del Tribunal Económico Administrativo del Ayuntamiento de Sevilla hasta el 16 de agosto de 2023, en situación de cese. Fecha del acuerdo plenario definitivo: 19.12.2023",,2.0,,,Actividades públicas a las que ha renunciado,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Prestaciones de derechos pasivos renunciadas,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,,,4.0,,,Prestaciones consideradas compatibles,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,,,5.0,,,Actividades docentes extraordinarias,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,"Secretaria Provincial del Partido Comunista de España en Sevilla, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,6.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,"Responsable institucional del Partido Comunista de España en Andalucía, sin retribución. Fecha del acuerdo plenario definitivo: 19.12.2023",,7.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,Actividades de producción artística o literaria. Fecha del acuerdo plenario definitivo: 19.12.2023,,8.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000157,Rivera Arias,Engracia,Sevilla,8 de agosto de 2023,157,Registro de Intereses - Actividades,actividades_previas,,,,9.0,"[""La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG."", ""Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.""]",,Actividades privadas autorizadas,,,deputy_000157_interests_registro_intereses_diputado_157.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones y notas legales que pueden no ser relevantes para la estructura de datos."", ""Algunas secciones del documento no contienen información específica.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,,,0.0,,,Cargos públicos,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,"Catedrático de Derecho Constitucional en la Universidad de Valencia, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad desde el 01.08.2023. Fecha del acuerdo plenario definitivo: 19.12.2023",,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,(1) Prestaciones de derechos pasivos renunciadas. (2) Prestaciones consideradas compatibles.,,2.0,,,Prestaciones de derechos pasivos,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Actividades docentes extraordinarias,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,,,4.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,Articulista en diversos medios periodísticos. Fecha del acuerdo plenario definitivo: 19.12.2023 Autor de libros y artículos científicos. Fecha del acuerdo plenario definitivo: 19.12.2023,,5.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,Colaborador en diversos medios radiofónicos y televisivos. Fecha del acuerdo plenario definitivo: 19.12.2023 Conferencista en universidades y otros centros educativos. Fecha del acuerdo plenario definitivo: 19.12.2023,,6.0,,,Actividades privadas autorizadas,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,actividades_previas,,,,7.0,,,Otras Actividades,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000159,Flores Juberías,Carlos,Valencia/València,8 de agosto de 2023,N° Act 172,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000159_interests_registro_intereses_diputado_159.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen mencionada (img-0.jpeg) no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]","1. Declaración de Actividades, de 8 de agosto de 2023. 2. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. 3. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2 de la LOREG.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000160,Abades Martínez,Cristina,Lugo,8 de agosto de 2023,Nº Act 158,Registro de Intereses - Actividades,actividades_previas,,"Funcionaria de la Xunta de Galicia, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",Fecha del acuerdo plenario definitivo: 19.12.2023,0.0,,,B,,,deputy_000160_interests_registro_intereses_diputado_160.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La sección de actividades incluye solo las entradas con información relevante."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000160,Abades Martínez,Cristina,Lugo,8 de agosto de 2023,Nº Act 158,Registro de Intereses - Actividades,actividades_previas,,"Declaración de Actividades, de 8 de agosto de 2023",,1.0,,,H,,,deputy_000160_interests_registro_intereses_diputado_160.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La sección de actividades incluye solo las entradas con información relevante."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000160,Abades Martínez,Cristina,Lugo,8 de agosto de 2023,Nº Act 158,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000160_interests_registro_intereses_diputado_160.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La sección de actividades incluye solo las entradas con información relevante."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]","1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,0.0,,,Cargos públicos,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,2.0,,,Prestaciones de derechos pasivos,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,3.0,,,Prestaciones de derechos pasivos renunciadas,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,4.0,,,Prestaciones consideradas compatibles,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,5.0,,,Actividades docentes extraordinarias,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,6.0,,,Cargos en partidos o grupos parlamentarios,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,,,7.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,"Abogado en ejercicio, sin relación con la Administración Pública ni de la Fecha del acuerdo plenario definitivo: 19.12.2023 remuneración de la Administración Pública.",,8.0,,,Actividades privadas autorizadas,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,actividades_previas,,"Declaración de Actividades, de 8 de agosto de 2023",,9.0,,,Otras Actividades,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000161,Olano Vela,Jaime Eduardo de,Lugo,8 de agosto de 2023,155,XV LEGISLATURA,otros_intereses,,,,,,,,,,deputy_000161_interests_registro_intereses_diputado_161.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que han sido reflejadas como null en el JSON."", ""La sección de actividades privadas autorizadas contiene una fecha que parece estar incompleta o mal formateada.""]","La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREQ. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREQ, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000162,Celaya Brey,Javier,Ceuta,8 de agosto de 2023,Nº Act 166,Registro de Intereses - Actividades,actividades_previas,,,,0.0,,,Cargos públicos,,,deputy_000162_interests_registro_intereses_diputado_162.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha '19.12.2023' aparece repetidamente y podría ser un error de OCR o un error en el documento original."", ""Algunas secciones como 'donaciones' y 'contribuciones' están vacías en el texto proporcionado."", ""Las notas al final de las actividades parecen ser cláusulas legales estándar y se han incluido en 'otros_intereses'.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000162,Celaya Brey,Javier,Ceuta,8 de agosto de 2023,Nº Act 166,Registro de Intereses - Actividades,actividades_previas,,"Director General de Educación de la Ciudad Autónoma de Ceuta, Fecha del acuerdo plenario definitivo: 19.12.2023 percibiendo las retribuciones correspondientes hasta el 1 de agosto de 2023, en situación de cese. Funcionario del Cuerpo de Profesores de Enseñanza Secundaria Fecha del acuerdo plenario definitivo: 19.12.2023 dependiente de la Dirección Provincial del Ministerio de Educación en Ceuta, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000162_interests_registro_intereses_diputado_162.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha '19.12.2023' aparece repetidamente y podría ser un error de OCR o un error en el documento original."", ""Algunas secciones como 'donaciones' y 'contribuciones' están vacías en el texto proporcionado."", ""Las notas al final de las actividades parecen ser cláusulas legales estándar y se han incluido en 'otros_intereses'.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
